"","x"
"3013","P33307"
"3014","P33309"
"3015","P33310"
"3016","P33313"
"3017","P33314"
"3018","P33315"
"3019","P33317"
"3020","P33322"
"3021","P33323"
"3022","P33327"
"3023","P33332"
"3024","P33400"
"3025","P33401"
"3026","P33417"
"3027","P33448"
"3028","P33550"
"3029","P33734"
"3030","P33748"
"3031","P33750"
"3032","P33751"
"3033","P33754"
"3034","P33755"
"3035","P33760"
"3036","P33775"
"3037","P33890"
"3038","P33892"
"3039","P33893"
"3040","P34072"
"3041","P34078"
"3042","P34087"
"3043","P34110"
"3044","P34165"
"3045","P34166"
"3046","P34215"
"3047","P34220"
"3048","P34221"
"3049","P34222"
"3050","P34224"
"3051","P34226"
"3052","P34228"
"3053","P34230"
"3054","P34234"
"3055","P34237"
"3056","P34245"
"3057","P34246"
"3058","P34247"
"3059","P34249"
"3060","P35191"
"3061","P35192"
"3062","P35193"
"3063","P35195"
"3064","P35196"
"3065","P35197"
"3066","P35200"
"3067","P35201"
"3068","P35206"
"3069","P32945"
"3070","P38225"
"3071","Q06340"
"3072","Q06406"
"3073","Q06405"
"3074","Q06389"
"3075","Q06385"
"3076","Q06350"
"3077","Q06349"
"3078","Q06339"
"3079","Q06338"
"3080","Q06337"
"3081","Q06336"
"3082","Q06328"
"3083","Q06324"
"3084","Q06321"
"3085","Q06287"
"3086","Q06266"
"3087","Q06263"
"3088","Q06252"
"3089","P40308"
"3090","P40303"
"3091","P40214"
"3092","P40317"
"3093","Q03323"
"3094","P35842"
"3095","Q03786"
"3096","Q03788"
"3097","Q03790"
"3098","Q03795"
"3099","Q03818"
"3100","Q03823"
"3101","Q03825"
"3102","Q03831"
"3103","Q03833"
"3104","Q03834"
"3105","Q03835"
"3106","Q03855"
"3107","P38691"
"3108","Q04689"
"3109","Q08109"
"3110","Q04675"
"3111","P41911"
"3112","P41910"
"3113","Q05931"
"3114","P25604"
"3115","P23776"
"3116","P21372"
"3117","P40167"
"3118","P54839"
"3119","Q12469"
"3120","P38859"
"3121","P38860"
"3122","P12611"
"3123","Q12470"
"3124","P41056"
"3125","Q08295"
"3126","P38862"
"3127","Q03654"
"3128","Q07451"
"3129","Q07457"
"3130","Q07458"
"3131","Q07468"
"3132","Q8TGN5"
"3133","P46988"
"3134","Q3E7B9"
"3135","Q08958"
"3136","P46784"
"3137","Q12350"
"3138","P46982"
"3139","P46974"
"3140","P36147"
"3141","P38276"
"3142","P41809"
"3143","P41808"
"3144","P41807"
"3145","P41806"
"3146","P41805"
"3147","P41800"
"3148","P41734"
"3149","P41735"
"3150","P41733"
"3151","P41695"
"3152","P41546"
"3153","P53242"
"3154","P46984"
"3155","P40485"
"3156","Q04602"
"3157","P39991"
"3158","P40452"
"3159","P40528"
"3160","P40524"
"3161","P40521"
"3162","P40520"
"3163","P40519"
"3164","P40516"
"3165","P40515"
"3166","P40514"
"3167","P40513"
"3168","P40511"
"3169","P40509"
"3170","P40508"
"3171","P40507"
"3172","P40504"
"3173","P40501"
"3174","P40500"
"3175","P40499"
"3176","P40497"
"3177","P40494"
"3178","P40493"
"3179","P40492"
"3180","P40488"
"3181","P40484"
"3182","P40482"
"3183","P40481"
"3184","P40478"
"3185","P40477"
"3186","P40476"
"3187","P40475"
"3188","P40474"
"3189","P40473"
"3190","P40470"
"3191","P40469"
"3192","P40468"
"3193","P40467"
"3194","P40466"
"3195","P40463"
"3196","P40460"
"3197","P40459"
"3198","P40458"
"3199","P40457"
"3200","P40455"
"3201","P40454"
"3202","P40453"
"3203","P40451"
"3204","P40449"
"3205","P40448"
"3206","P40447"
"3207","P40445"
"3208","P40442"
"3209","P40441"
"3210","P40434"
"3211","P40433"
"3212","P40422"
"3213","P40416"
"3214","P40414"
"3215","P40413"
"3216","P40395"
"3217","P40368"
"3218","P40367"
"3219","P40366"
"3220","P40365"
"3221","P40364"
"3222","P40363"
"3223","P40362"
"3224","P40361"
"3225","P40360"
"3226","P40357"
"3227","P40355"
"3228","P40354"
"3229","P40352"
"3230","P40351"
"3231","P40347"
"3232","P40345"
"3233","P40341"
"3234","P40335"
"3235","P40328"
"3236","P40327"
"3237","P40326"
"3238","P40323"
"3239","P40319"
"3240","P40318"
"3241","P40316"
"3242","P40314"
"3243","P40312"
"3244","P40309"
"3245","P40302"
"3246","P40260"
"3247","P40218"
"3248","P40212"
"3249","P40210"
"3250","P40209"
"3251","P40208"
"3252","P40207"
"3253","P40204"
"3254","P40202"
"3255","P40185"
"3256","P40169"
"3257","P40165"
"3258","P40164"
"3259","P40163"
"3260","P40162"
"3261","P40161"
"3262","P40160"
"3263","P40159"
"3264","P40152"
"3265","P40151"
"3266","P40107"
"3267","P40106"
"3268","P40104"
"3269","P40102"
"3270","P40101"
"3271","P40100"
"3272","P40099"
"3273","P40096"
"3274","P40095"
"3275","P40094"
"3276","P40093"
"3277","P40091"
"3278","P40089"
"3279","P40088"
"3280","P40530"
"3281","P40531"
"3282","P40532"
"3283","P40533"
"3284","P40534"
"3285","P40536"
"3286","P40538"
"3287","P40539"
"3288","P40542"
"3289","P40543"
"3290","P40544"
"3291","P40545"
"3292","P40546"
"3293","P40549"
"3294","P40551"
"3295","P40559"
"3296","P40560"
"3297","P40569"
"3298","P40571"
"3299","P40572"
"3300","P40574"
"3301","P40575"
"3302","P40576"
"3303","P40577"
"3304","P40578"
"3305","P40579"
"3306","P40580"
"3307","P40581"
"3308","Q04773"
"3309","Q12297"
"3310","Q05777"
"3311","Q8TGT6"
"3312","P41921"
"3313","P41920"
"3314","P41913"
"3315","P43610"
"3316","P43613"
"3317","P43608"
"3318","P43620"
"3319","P43616"
"3320","P43614"
"3321","P43612"
"3322","P43611"
"3323","P43609"
"3324","P43607"
"3325","P43606"
"3326","P43605"
"3327","Q08872"
"3328","P41930"
"3329","P38179"
"3330","P37366"
"3331","P40956"
"3332","Q03161"
"3333","P32385"
"3334","P38704"
"3335","Q08971"
"3336","Q03780"
"3337","P35497"
"3338","P28742"
"3339","Q03940"
"3340","P22434"
"3341","P22082"
"3342","P32572"
"3343","P46943"
"3344","P25356"
"3345","Q12318"
"3346","Q04734"
"3347","P38302"
"3348","P15703"
"3349","Q05510"
"3350","P40895"
"3351","P32366"
"3352","Q08993"
"3353","Q12174"
"3354","P61829"
"3355","P14180"
"3356","P40310"
"3357","Q04806"
"3358","Q12415"
"3359","P40583"
"3360","P40585"
"3361","P36007"
"3362","P38773"
"3363","Q12021"
"3364","P53949"
"3365","P54003"
"3366","Q01389"
"3367","Q12035"
"3368","Q12034"
"3369","P53132"
"3370","P53278"
"3371","P38625"
"3372","Q8TGJ2"
"3373","Q8TGL6"
"3374","P31384"
"3375","P25582"
"3376","P38128"
"3377","Q06409"
"3378","Q05567"
"3379","Q05515"
"3380","P22203"
"3381","Q3E742"
"3382","Q3E751"
"3383","Q04673"
"3384","Q3E826"
"3385","Q06676"
"3386","Q06616"
"3387","P38191"
"3388","Q08969"
"3389","Q3E7A3"
"3390","P38771"
"3391","P38272"
"3392","P38334"
"3393","Q08887"
"3394","P46655"
"3395","Q2V2P1"
"3396","P21339"
"3397","Q08215"
"3398","Q08439"
"3399","Q12326"
"3400","P21268"
"3401","Q12490"
"3402","Q12491"
"3403","P53731"
"3404","P14065"
"3405","Q06104"
"3406","P25373"
"3407","Q04748"
"3408","P28273"
"3409","P38779"
"3410","Q06817"
"3411","Q06891"
"3412","Q06839"
"3413","Q06836"
"3414","Q06835"
"3415","Q06833"
"3416","Q06821"
"3417","Q06820"
"3418","Q06815"
"3419","Q06708"
"3420","Q06706"
"3421","Q06705"
"3422","Q06704"
"3423","Q06703"
"3424","Q06698"
"3425","Q07084"
"3426","Q07074"
"3427","P53378"
"3428","Q04062"
"3429","P38784"
"3430","P38785"
"3431","P38786"
"3432","P38788"
"3433","P38791"
"3434","P38792"
"3435","P38793"
"3436","P38794"
"3437","P38796"
"3438","P42837"
"3439","P42836"
"3440","P42835"
"3441","P42834"
"3442","P42833"
"3443","P42223"
"3444","P42222"
"3445","P42073"
"3446","P41939"
"3447","P15625"
"3448","P15624"
"3449","P15646"
"3450","P53216"
"3451","P53438"
"3452","P48164"
"3453","P36039"
"3454","P36061"
"3455","P36050"
"3456","P36049"
"3457","P36048"
"3458","P36047"
"3459","P36046"
"3460","P36044"
"3461","P36041"
"3462","P36040"
"3463","P36038"
"3464","P36037"
"3465","P36036"
"3466","P36035"
"3467","P36034"
"3468","P36033"
"3469","P36032"
"3470","P36031"
"3471","P36030"
"3472","P36029"
"3473","P36027"
"3474","P36026"
"3475","P36024"
"3476","P36023"
"3477","P36019"
"3478","P36018"
"3479","P36012"
"3480","P36013"
"3481","P36009"
"3482","P36008"
"3483","P36005"
"3484","P36004"
"3485","P36003"
"3486","P36002"
"3487","P36000"
"3488","P35999"
"3489","P35997"
"3490","P35995"
"3491","P35845"
"3492","P35844"
"3493","P35817"
"3494","P35734"
"3495","P35731"
"3496","P35728"
"3497","P35727"
"3498","P35724"
"3499","P35718"
"3500","P35688"
"3501","P36052"
"3502","P36054"
"3503","P36056"
"3504","P36057"
"3505","P36058"
"3506","P36059"
"3507","P36060"
"3508","P36064"
"3509","P36066"
"3510","P36067"
"3511","P36069"
"3512","P36072"
"3513","P36073"
"3514","P36074"
"3515","P36076"
"3516","P36077"
"3517","P36078"
"3518","P36080"
"3519","P36082"
"3520","P36083"
"3521","P36085"
"3522","P36089"
"3523","P36095"
"3524","P36098"
"3525","P36099"
"3526","P36100"
"3527","P36101"
"3528","P36102"
"3529","P36103"
"3530","P36104"
"3531","P36105"
"3532","P36106"
"3533","P36107"
"3534","P36108"
"3535","P36109"
"3536","P36112"
"3537","P36116"
"3538","P36117"
"3539","P36118"
"3540","P36119"
"3541","P36143"
"3542","P53301"
"3543","Q6B0V7"
"3544","P36775"
"3545","P38177"
"3546","P40970"
"3547","P36141"
"3548","P47099"
"3549","P38169"
"3550","P38168"
"3551","P38166"
"3552","P47013"
"3553","Q8TGU3"
"3554","Q12407"
"3555","Q12346"
"3556","P53251"
"3557","P38247"
"3558","Q12306"
"3559","Q3E7Z3"
"3560","Q03429"
"3561","P38072"
"3562","P46949"
"3563","P25302"
"3564","P53248"
"3565","P26637"
"3566","P38866"
"3567","Q05016"
"3568","Q03430"
"3569","Q03660"
"3570","P18759"
"3571","P38852"
"3572","Q3E7Z1"
"3573","Q04228"
"3574","P53914"
"3575","P23642"
"3576","P38174"
"3577","P38173"
"3578","P38172"
"3579","P38780"
"3580","P38781"
"3581","P38782"
"3582","P38783"
"3583","P41901"
"3584","P42842"
"3585","P42843"
"3586","P43635"
"3587","P43534"
"3588","P42933"
"3589","Q12472"
"3590","P40587"
"3591","Q03028"
"3592","Q12008"
"3593","P43639"
"3594","P42847"
"3595","P47055"
"3596","P47072"
"3597","Q03306"
"3598","P46965"
"3599","P47050"
"3600","P43578"
"3601","P43577"
"3602","P43576"
"3603","P43575"
"3604","P43574"
"3605","P43573"
"3606","P43571"
"3607","P43570"
"3608","P43569"
"3609","P43567"
"3610","P43563"
"3611","P43562"
"3612","P43561"
"3613","P43560"
"3614","P43554"
"3615","P43553"
"3616","P43552"
"3617","P43551"
"3618","P43549"
"3619","P43546"
"3620","P43541"
"3621","P43539"
"3622","P43538"
"3623","P43537"
"3624","P43535"
"3625","P43497"
"3626","P43321"
"3627","P43124"
"3628","P42949"
"3629","P42946"
"3630","P42945"
"3631","P42942"
"3632","P42941"
"3633","P42934"
"3634","P42900"
"3635","P42884"
"3636","P42883"
"3637","P42846"
"3638","P42845"
"3639","P42844"
"3640","P42840"
"3641","P42839"
"3642","P42838"
"3643","P41903"
"3644","P41902"
"3645","P41835"
"3646","P41833"
"3647","P41832"
"3648","P41821"
"3649","P41817"
"3650","P41816"
"3651","P41813"
"3652","P41812"
"3653","P41811"
"3654","P41810"
"3655","P41698"
"3656","P41544"
"3657","P41543"
"3658","P41338"
"3659","P41318"
"3660","P41277"
"3661","P41058"
"3662","P41057"
"3663","P40992"
"3664","P40991"
"3665","P40990"
"3666","P40989"
"3667","P40987"
"3668","P40986"
"3669","P40985"
"3670","P40971"
"3671","P40968"
"3672","P40965"
"3673","P40963"
"3674","P40962"
"3675","P40961"
"3676","P40958"
"3677","P40955"
"3678","P40917"
"3679","P40898"
"3680","P40893"
"3681","P40892"
"3682","P40891"
"3683","P40889"
"3684","P40886"
"3685","P40885"
"3686","P40884"
"3687","P40857"
"3688","P40856"
"3689","P40851"
"3690","P40850"
"3691","P40825"
"3692","P40693"
"3693","P40588"
"3694","P40584"
"3695","P43622"
"3696","P43623"
"3697","P43624"
"3698","P43637"
"3699","P45818"
"3700","P45819"
"3701","P45820"
"3702","P45976"
"3703","P45978"
"3704","P46654"
"3705","P46669"
"3706","P46671"
"3707","P46672"
"3708","P46673"
"3709","P46674"
"3710","P46676"
"3711","P46677"
"3712","P46678"
"3713","P46679"
"3714","P46680"
"3715","P46681"
"3716","P46682"
"3717","P46944"
"3718","P46945"
"3719","P46946"
"3720","P46948"
"3721","P46950"
"3722","P46951"
"3723","P46955"
"3724","P46963"
"3725","P46964"
"3726","P46969"
"3727","P46972"
"3728","P46985"
"3729","P46987"
"3730","P46989"
"3731","P46990"
"3732","P46991"
"3733","P46992"
"3734","P46994"
"3735","P46995"
"3736","P46998"
"3737","P46999"
"3738","P47001"
"3739","P47002"
"3740","P47003"
"3741","P47004"
"3742","P47005"
"3743","P47007"
"3744","P47008"
"3745","P47009"
"3746","P47011"
"3747","P47012"
"3748","P47017"
"3749","P47018"
"3750","P47019"
"3751","P47021"
"3752","P47022"
"3753","P47023"
"3754","P47026"
"3755","P47027"
"3756","P47029"
"3757","P47030"
"3758","P47032"
"3759","P47033"
"3760","P47034"
"3761","P47036"
"3762","P47037"
"3763","P47038"
"3764","P47039"
"3765","P47040"
"3766","P47041"
"3767","P47042"
"3768","P47043"
"3769","P47045"
"3770","P47047"
"3771","P47048"
"3772","P47049"
"3773","P47051"
"3774","P47052"
"3775","P47053"
"3776","P47056"
"3777","P47057"
"3778","P47058"
"3779","P47061"
"3780","P47062"
"3781","P47063"
"3782","P47065"
"3783","P47068"
"3784","P47069"
"3785","P47075"
"3786","P47076"
"3787","P47077"
"3788","P47078"
"3789","P47079"
"3790","P47080"
"3791","P47083"
"3792","P47084"
"3793","P47085"
"3794","P47086"
"3795","P47087"
"3796","P47088"
"3797","P47091"
"3798","P47092"
"3799","Q12277"
"3800","Q03942"
"3801","P53835"
"3802","Q04925"
"3803","P26449"
"3804","Q04344"
"3805","P25293"
"3806","P53342"
"3807","Q12301"
"3808","P21691"
"3809","Q7LHD1"
"3810","Q05827"
"3811","Q05779"
"3812","Q05778"
"3813","P38719"
"3814","P38720"
"3815","P38724"
"3816","P38725"
"3817","P38728"
"3818","P38729"
"3819","P38733"
"3820","Q03904"
"3821","P29453"
"3822","P38590"
"3823","P38772"
"3824","P38354"
"3825","P20457"
"3826","P38348"
"3827","Q12484"
"3828","Q08981"
"3829","P17076"
"3830","Q04439"
"3831","Q04438"
"3832","Q08032"
"3833","Q12432"
"3834","Q12497"
"3835","Q06697"
"3836","Q06696"
"3837","Q06686"
"3838","Q06685"
"3839","Q06683"
"3840","Q06682"
"3841","Q06680"
"3842","Q06679"
"3843","Q06678"
"3844","Q06677"
"3845","P18963"
"3846","P18899"
"3847","P18898"
"3848","Q12340"
"3849","Q12483"
"3850","Q12341"
"3851","Q12209"
"3852","P53733"
"3853","P32460"
"3854","P39532"
"3855","P38689"
"3856","Q03018"
"3857","P27796"
"3858","Q96VH4"
"3859","P38696"
"3860","Q04052"
"3861","P53742"
"3862","P53955"
"3863","Q06058"
"3864","P25577"
"3865","Q02207"
"3866","Q8TGT8"
"3867","P21560"
"3868","P25369"
"3869","P38013"
"3870","P38429"
"3871","P38765"
"3872","P26364"
"3873","P53983"
"3874","Q04502"
"3875","Q03559"
"3876","Q02197"
"3877","Q04418"
"3878","P38815"
"3879","P38804"
"3880","P38809"
"3881","P38811"
"3882","P38812"
"3883","P38813"
"3884","P38814"
"3885","P38818"
"3886","P38819"
"3887","P38820"
"3888","P38823"
"3889","P38824"
"3890","P38825"
"3891","P38826"
"3892","P38827"
"3893","Q02754"
"3894","Q00055"
"3895","Q04629"
"3896","Q04214"
"3897","Q03214"
"3898","Q03162"
"3899","P25299"
"3900","Q01766"
"3901","P25591"
"3902","Q02202"
"3903","Q03465"
"3904","Q04436"
"3905","P13712"
"3906","P38149"
"3907","Q03976"
"3908","Q03218"
"3909","P28272"
"3910","Q08932"
"3911","P38330"
"3912","Q07804"
"3913","Q07649"
"3914","P14291"
"3915","Q08580"
"3916","P14772"
"3917","Q06580"
"3918","Q08621"
"3919","P32457"
"3920","Q05911"
"3921","Q05905"
"3922","Q05892"
"3923","Q05881"
"3924","Q05874"
"3925","Q05854"
"3926","Q05541"
"3927","P32450"
"3928","Q12286"
"3929","Q08906"
"3930","P38858"
"3931","P54838"
"3932","P38253"
"3933","P38210"
"3934","Q02217"
"3935","P27692"
"3936","P12945"
"3937","P30402"
"3938","Q12316"
"3939","P23301"
"3940","P53933"
"3941","Q12305"
"3942","P53757"
"3943","Q02979"
"3944","P15315"
"3945","P38116"
"3946","P33330"
"3947","P32835"
"3948","P15992"
"3949","P23724"
"3950","P53292"
"3951","P53551"
"3952","P25614"
"3953","Q99325"
"3954","P27825"
"3955","Q01217"
"3956","P38011"
"3957","Q07880"
"3958","Q07887"
"3959","Q12335"
"3960","P36149"
"3961","P37302"
"3962","P38042"
"3963","P38067"
"3964","P38114"
"3965","P38158"
"3966","P38209"
"3967","P38230"
"3968","P38752"
"3969","P38615"
"3970","P38754"
"3971","P38081"
"3972","P38695"
"3973","P38323"
"3974","P38335"
"3975","P38346"
"3976","P38799"
"3977","P38881"
"3978","P38873"
"3979","P38838"
"3980","P38879"
"3981","P38267"
"3982","P38266"
"3983","P38264"
"3984","P38263"
"3985","P38261"
"3986","P38260"
"3987","P38252"
"3988","P38251"
"3989","P38249"
"3990","P38248"
"3991","P38246"
"3992","P38244"
"3993","P38243"
"3994","P38242"
"3995","P38241"
"3996","P38240"
"3997","P38237"
"3998","P38236"
"3999","P38233"
"4000","P38232"
"4001","P38231"
"4002","P38229"
"4003","P38228"
"4004","P38227"
"4005","P38224"
"4006","P38223"
"4007","P38222"
"4008","P38221"
"4009","P38220"
"4010","P38219"
"4011","P38218"
"4012","P38217"
"4013","P38216"
"4014","P38214"
"4015","P38211"
"4016","P38204"
"4017","P38202"
"4018","P38201"
"4019","P38199"
"4020","P38198"
"4021","P38197"
"4022","P38196"
"4023","P38193"
"4024","P38192"
"4025","P38186"
"4026","P38184"
"4027","P38183"
"4028","P38182"
"4029","P38181"
"4030","P38180"
"4031","P38178"
"4032","P38175"
"4033","P38163"
"4034","P38162"
"4035","P38157"
"4036","P38156"
"4037","P38155"
"4038","P38152"
"4039","P38148"
"4040","P38147"
"4041","P38146"
"4042","P38145"
"4043","P38144"
"4044","P38141"
"4045","P38139"
"4046","P38132"
"4047","P38131"
"4048","P38130"
"4049","P38129"
"4050","P38127"
"4051","P38125"
"4052","P38124"
"4053","P38123"
"4054","P38122"
"4055","P38113"
"4056","P38112"
"4057","P38090"
"4058","P38089"
"4059","P38087"
"4060","P38086"
"4061","P38083"
"4062","P38082"
"4063","P38080"
"4064","P38079"
"4065","P38077"
"4066","P38075"
"4067","P38074"
"4068","P38073"
"4069","P38071"
"4070","P38069"
"4071","P38068"
"4072","P38066"
"4073","P38065"
"4074","P38063"
"4075","P38041"
"4076","P38009"
"4077","P37838"
"4078","P37370"
"4079","P37304"
"4080","P37303"
"4081","P37299"
"4082","P37298"
"4083","P37297"
"4084","P37296"
"4085","P37267"
"4086","P37265"
"4087","P37263"
"4088","P37254"
"4089","P37020"
"4090","P37012"
"4091","P36973"
"4092","P36534"
"4093","P36533"
"4094","P36528"
"4095","P36527"
"4096","P36526"
"4097","P36523"
"4098","P36521"
"4099","P36519"
"4100","P36517"
"4101","P36516"
"4102","P36421"
"4103","P36224"
"4104","P36170"
"4105","P36169"
"4106","P36166"
"4107","P36163"
"4108","P36161"
"4109","P36159"
"4110","P36158"
"4111","P36156"
"4112","P36155"
"4113","P36151"
"4114","P36150"
"4115","P36146"
"4116","P36145"
"4117","P36142"
"4118","P36140"
"4119","P36128"
"4120","P36124"
"4121","P36123"
"4122","P36122"
"4123","P36121"
"4124","P36120"
"4125","P38268"
"4126","P38269"
"4127","P38270"
"4128","P38271"
"4129","P38277"
"4130","P38278"
"4131","P38279"
"4132","P38280"
"4133","P38282"
"4134","P38283"
"4135","P38284"
"4136","P38285"
"4137","P38288"
"4138","P38289"
"4139","P38290"
"4140","P38291"
"4141","P38292"
"4142","P38293"
"4143","P38299"
"4144","P38301"
"4145","P38303"
"4146","P38304"
"4147","P38305"
"4148","P38307"
"4149","P38313"
"4150","P38314"
"4151","P38316"
"4152","P38317"
"4153","P38318"
"4154","P38320"
"4155","P38321"
"4156","P38325"
"4157","P38326"
"4158","P38327"
"4159","P38328"
"4160","P38329"
"4161","P38331"
"4162","P38332"
"4163","P38333"
"4164","P38337"
"4165","P38339"
"4166","P38340"
"4167","P38341"
"4168","P38342"
"4169","P38343"
"4170","P38345"
"4171","P38347"
"4172","P38349"
"4173","P38353"
"4174","P38355"
"4175","P38356"
"4176","P38357"
"4177","P38362"
"4178","P38427"
"4179","P38428"
"4180","P38431"
"4181","P38523"
"4182","P38555"
"4183","P38616"
"4184","P38620"
"4185","P38622"
"4186","P38623"
"4187","P38626"
"4188","P38627"
"4189","P38632"
"4190","P38633"
"4191","P38634"
"4192","P38635"
"4193","P38636"
"4194","P38637"
"4195","P38687"
"4196","P38690"
"4197","P38694"
"4198","P38697"
"4199","P38698"
"4200","P38699"
"4201","P38700"
"4202","P38701"
"4203","P38702"
"4204","P38703"
"4205","P38707"
"4206","P38709"
"4207","P38710"
"4208","P38711"
"4209","P38712"
"4210","P38714"
"4211","P38715"
"4212","P38726"
"4213","P38735"
"4214","P38736"
"4215","P38744"
"4216","P38745"
"4217","P38746"
"4218","P38749"
"4219","P38750"
"4220","P38755"
"4221","P38760"
"4222","P38763"
"4223","P38764"
"4224","P38766"
"4225","P38767"
"4226","P38774"
"4227","P38775"
"4228","P38797"
"4229","P38798"
"4230","P38801"
"4231","P38803"
"4232","P38806"
"4233","P38816"
"4234","P38830"
"4235","P38831"
"4236","P38832"
"4237","P38833"
"4238","P38834"
"4239","P38836"
"4240","P38837"
"4241","P38839"
"4242","P38840"
"4243","P38844"
"4244","P38845"
"4245","P38848"
"4246","P38850"
"4247","P38851"
"4248","P38853"
"4249","P38854"
"4250","P38856"
"4251","P38857"
"4252","P38864"
"4253","P38865"
"4254","P38867"
"4255","P38868"
"4256","P38869"
"4257","P38870"
"4258","P38871"
"4259","P38872"
"4260","P38875"
"4261","P38876"
"4262","P38880"
"4263","P38882"
"4264","P38883"
"4265","P38884"
"4266","P38885"
"4267","P38886"
"4268","P38887"
"4269","P53827"
"4270","P25042"
"4271","Q3E825"
"4272","Q07798"
"4273","Q92392"
"4274","Q6B0W2"
"4275","Q02774"
"4276","Q01454"
"4277","Q04430"
"4278","Q03210"
"4279","Q05580"
"4280","Q06410"
"4281","Q06010"
"4282","Q04867"
"4283","Q12202"
"4284","Q05948"
"4285","Q12532"
"4286","Q06098"
"4287","Q06524"
"4288","Q06493"
"4289","Q12052"
"4290","Q07622"
"4291","Q12391"
"4292","Q07786"
"4293","Q04978"
"4294","Q05533"
"4295","Q06537"
"4296","P17122"
"4297","Q07540"
"4298","Q07532"
"4299","Q07800"
"4300","Q07878"
"4301","Q08465"
"4302","Q05031"
"4303","Q08225"
"4304","Q12396"
"4305","Q08831"
"4306","P25368"
"4307","P53831"
"4308","Q07454"
"4309","Q07471"
"4310","Q07509"
"4311","Q07521"
"4312","Q07530"
"4313","Q07533"
"4314","Q07534"
"4315","Q07535"
"4316","Q07541"
"4317","Q07549"
"4318","Q07555"
"4319","Q07560"
"4320","Q07589"
"4321","Q07613"
"4322","Q07653"
"4323","Q07655"
"4324","Q07657"
"4325","Q07658"
"4326","Q07660"
"4327","Q07684"
"4328","Q07716"
"4329","Q07746"
"4330","Q07747"
"4331","Q07748"
"4332","Q07790"
"4333","Q07793"
"4334","Q07794"
"4335","Q07799"
"4336","Q07807"
"4337","Q07811"
"4338","Q07821"
"4339","Q07824"
"4340","Q07825"
"4341","Q07829"
"4342","Q07830"
"4343","Q07834"
"4344","Q07843"
"4345","Q07844"
"4346","Q07845"
"4347","Q07865"
"4348","Q07872"
"4349","Q07895"
"4350","Q02826"
"4351","P53953"
"4352","Q07379"
"4353","Q07376"
"4354","Q07362"
"4355","Q07355"
"4356","Q07350"
"4357","Q07349"
"4358","Q06834"
"4359","Q06819"
"4360","Q06695"
"4361","Q06681"
"4362","Q06673"
"4363","Q06671"
"4364","Q06668"
"4365","Q06648"
"4366","Q06644"
"4367","Q06640"
"4368","Q06636"
"4369","Q06632"
"4370","Q06629"
"4371","Q06628"
"4372","Q06625"
"4373","Q06624"
"4374","Q06604"
"4375","Q06596"
"4376","Q06595"
"4377","Q06594"
"4378","Q06593"
"4379","Q06568"
"4380","Q06563"
"4381","Q06551"
"4382","Q06549"
"4383","Q06543"
"4384","Q06541"
"4385","Q06522"
"4386","Q06512"
"4387","Q06511"
"4388","Q06506"
"4389","Q06489"
"4390","Q06488"
"4391","Q06485"
"4392","Q06479"
"4393","Q06469"
"4394","Q06466"
"4395","Q06449"
"4396","Q06440"
"4397","Q06436"
"4398","Q06417"
"4399","Q06412"
"4400","Q06411"
"4401","Q06407"
"4402","Q06346"
"4403","Q06251"
"4404","Q06245"
"4405","Q06244"
"4406","Q06224"
"4407","Q06218"
"4408","Q06217"
"4409","Q06216"
"4410","Q06213"
"4411","Q06211"
"4412","Q06208"
"4413","Q06205"
"4414","Q06201"
"4415","Q06200"
"4416","Q06199"
"4417","Q06188"
"4418","Q06179"
"4419","Q06178"
"4420","Q06177"
"4421","Q06170"
"4422","Q06168"
"4423","Q06163"
"4424","Q06162"
"4425","Q06160"
"4426","Q06159"
"4427","Q06152"
"4428","Q06150"
"4429","Q06149"
"4430","Q06148"
"4431","Q06147"
"4432","Q06146"
"4433","Q06143"
"4434","Q06142"
"4435","Q06137"
"4436","Q06135"
"4437","Q06134"
"4438","Q06132"
"4439","Q06127"
"4440","Q06107"
"4441","Q06106"
"4442","Q06103"
"4443","Q06102"
"4444","Q06089"
"4445","Q06071"
"4446","Q06070"
"4447","Q06063"
"4448","Q06051"
"4449","Q06032"
"4450","Q06011"
"4451","Q06005"
"4452","Q06001"
"4453","Q05998"
"4454","Q05979"
"4455","Q05955"
"4456","Q05949"
"4457","Q05946"
"4458","Q05942"
"4459","Q05937"
"4460","Q05930"
"4461","Q05926"
"4462","Q05924"
"4463","Q05919"
"4464","Q05812"
"4465","Q05809"
"4466","Q05790"
"4467","Q05789"
"4468","Q05787"
"4469","Q05672"
"4470","Q05670"
"4471","Q05637"
"4472","Q05636"
"4473","Q05612"
"4474","Q05584"
"4475","Q05530"
"4476","Q05518"
"4477","Q05506"
"4478","Q05503"
"4479","Q05498"
"4480","Q05497"
"4481","Q05451"
"4482","Q05164"
"4483","Q05131"
"4484","Q05123"
"4485","Q05080"
"4486","Q05050"
"4487","Q05043"
"4488","Q05029"
"4489","Q05024"
"4490","Q05022"
"4491","Q05021"
"4492","Q05015"
"4493","Q04969"
"4494","Q04964"
"4495","Q04958"
"4496","Q04952"
"4497","Q04947"
"4498","Q04935"
"4499","Q04934"
"4500","Q04930"
"4501","Q04923"
"4502","Q04922"
"4503","Q04921"
"4504","Q04909"
"4505","Q04902"
"4506","Q04898"
"4507","Q04897"
"4508","Q04895"
"4509","Q04869"
"4510","Q04868"
"4511","Q04847"
"4512","Q04839"
